data,ticker,preco_fechamento_ajustado,volume_negociado,ebit_ev,roic
2016-12-31,AALR3,14.45,5375545.0,0.08785,0.0589
2017-01-31,AALR3,13.75,3116406.0,0.09044,0.0589
2017-02-28,AALR3,12.56,3077805.0,0.09519,0.0589
2017-03-31,AALR3,15.41,3141709.0,0.04781,0.05517
2017-04-30,AALR3,18.32,6444929.0,0.04118,0.05517
2017-05-31,AALR3,17.49,14932008.0,0.04169,0.05656
2017-06-30,AALR3,17.3,6391038.0,0.04206,0.05656
2017-07-31,AALR3,16.81,1603211.0,0.04305,0.05656
2017-08-31,AALR3,16.17,2219898.0,0.04632,0.06155
2017-09-30,AALR3,16.8,4550730.0,0.0449,0.06155
2017-10-31,AALR3,16.12,7850458.0,0.04644,0.06155
2017-11-30,AALR3,14.89,4319884.0,0.05185,0.06408
2017-12-31,AALR3,14.6,13436527.0,0.05268,0.06408
2018-01-31,AALR3,14.73,6017472.0,0.05229,0.06408
2018-02-28,AALR3,15.25,2569919.0,0.05089,0.06408
2018-03-31,AALR3,15.88,3397718.0,0.02916,0.04969
2018-04-30,AALR3,14.31,381066.0,0.03163,0.04969
2018-05-31,AALR3,13.12,4160474.0,0.03626,0.05303
2018-06-30,AALR3,12.9,6552207.0,0.0367,0.05303
2018-07-31,AALR3,13.01,1916864.0,0.03648,0.05303
2018-08-31,AALR3,12.5,6691533.0,0.03638,0.05325
2018-09-30,AALR3,11.52,1327748.0,0.03861,0.05325
2018-10-31,AALR3,11.81,2971911.0,0.03791,0.05325
2018-11-30,AALR3,12.89,3811221.0,0.03443,0.05195
2018-12-31,AALR3,13.13,3042992.0,0.03397,0.05195
2019-01-31,AALR3,15.48,3073351.0,0.03002,0.05195
2019-02-28,AALR3,15.58,1753188.0,0.02987,0.05195
2019-03-31,AALR3,14.32,3036178.0,0.06102,0.06236
2019-04-30,AALR3,14.87,2569789.0,0.05955,0.06236
2019-05-31,AALR3,13.9,1586619.0,0.06418,0.0652
2019-06-30,AALR3,14.3,10832812.0,0.06283,0.0652
2019-07-31,AALR3,14.67,2810704.0,0.06163,0.0652
2019-08-31,AALR3,18.99,4488459.0,0.05287,0.06853
2019-09-30,AALR3,19.09,2138376.0,0.05265,0.06853
2019-10-31,AALR3,17.95,2187648.0,0.05532,0.06853
2019-11-30,AALR3,18.54,3491698.0,0.05544,0.06919
2019-12-31,AALR3,18.01,6683463.0,0.05673,0.06919
2020-01-31,AALR3,20.85,10443252.0,0.0504,0.06919
2020-02-29,AALR3,18.7,7727571.0,0.05506,0.06919
2020-03-31,AALR3,8.93,5112705.0,0.08966,0.06565
2020-04-30,AALR3,10.49,6675878.0,0.08072,0.06565
2020-05-31,AALR3,10.2,12307047.0,0.05939,0.04359
2020-06-30,AALR3,10.29,8001607.0,0.05903,0.04359
2020-07-31,AALR3,11.36,10699641.0,0.05512,0.04359
2020-08-31,AALR3,11.99,5843390.0,0.00306,-0.0043
2020-09-30,AALR3,10.15,3763596.0,0.00344,-0.0043
2020-10-31,AALR3,9.68,5108582.0,0.00355,-0.0043
2020-11-30,AALR3,10.84,4815164.0,-0.00785,-0.01554
2020-12-31,AALR3,11.1,3639217.0,-0.00772,-0.01554
2021-01-31,AALR3,10.69,3089362.0,-0.00792,-0.01554
2021-02-28,AALR3,9.01,8184369.0,-0.00888,-0.01554
2021-03-31,AALR3,9.0,3777238.0,-0.0056,-0.01412
2021-04-30,AALR3,8.84,5751637.0,-0.00566,-0.01412
2021-05-31,AALR3,12.27,34308663.0,0.0124,0.00201
2021-06-30,AALR3,11.76,26388985.0,0.01278,0.00201
2021-07-31,AALR3,10.14,6605089.0,0.01417,0.00201
2021-08-31,AALR3,12.66,59996982.0,0.05911,0.05101
2021-09-30,AALR3,11.55,7358156.0,0.06312,0.05101
2021-10-31,AALR3,14.8,10971561.0,0.05266,0.05101
2021-11-30,AALR3,18.5,21903202.0,0.05101,0.06145
2021-12-31,AALR3,14.97,16435170.0,0.05994,0.06145
2022-01-31,AALR3,16.5,7399741.0,0.05571,0.06145
2022-02-28,AALR3,16.95,8184943.0,0.05458,0.06145
2022-03-31,AALR3,17.95,7540347.0,0.03179,0.04413
2022-04-30,AALR3,19.41,14055007.0,0.02992,0.04413
2022-05-31,AALR3,20.01,9986892.0,0.0214,0.0397
2022-06-30,AALR3,19.51,10370166.0,0.02182,0.0397
2022-07-31,AALR3,20.59,6754188.0,0.02093,0.0397
2022-08-31,AALR3,20.1,3090715.0,0.01688,0.03917
2022-09-30,AALR3,20.98,3670541.0,0.0163,0.03917
2022-10-31,AALR3,21.19,6064344.0,0.01617,0.03917
2022-11-30,AALR3,20.2,13257085.0,-0.00123,0.01283
2022-12-31,AALR3,21.6,18754418.0,-0.00116,0.01283
2023-01-31,AALR3,21.39,6634724.0,-0.00117,0.01283
2023-02-28,AALR3,20.75,55889576.0,-0.0012,0.01283
2023-03-31,AALR3,22.53,2979082.0,-0.0092,-0.00895
2023-04-30,AALR3,22.85,6998537.0,-0.0091,-0.00895
2023-05-31,AALR3,22.99,6093769.0,-0.00475,-0.0108
2023-06-30,AALR3,23.8,9959410.0,-0.00463,-0.0108
2023-07-31,AALR3,24.15,8068415.0,-0.00458,-0.0108
2023-08-31,AALR3,8.01,2559373.0,-0.0067,-0.01982
2013-11-30,ABEV3,16.67,95335472.0,0.00395,0.00282
2013-12-31,ABEV3,16.45,66398512.0,0.00401,0.00282
2014-01-31,ABEV3,15.28,210965109.0,0.00432,0.00282
2014-02-28,ABEV3,16.03,226621184.0,0.0602,0.27548
2014-03-31,ABEV3,16.09,211706611.0,0.05994,0.27548
2014-04-30,ABEV3,15.48,640093516.0,0.06242,0.27548
2014-05-31,ABEV3,15.06,226051528.0,0.0648,0.30966
2014-06-30,ABEV3,14.96,161325772.0,0.06522,0.30966
2014-07-31,ABEV3,14.88,318566498.0,0.06561,0.30505
2014-08-31,ABEV3,15.48,351019344.0,0.06303,0.30505
2014-09-30,ABEV3,15.23,184957884.0,0.06407,0.30505
2014-10-31,ABEV3,15.57,416493175.0,0.0617,0.30065
2014-11-30,ABEV3,16.0,162076191.0,0.06003,0.30065
2014-12-31,ABEV3,15.52,153934228.0,0.06189,0.30065
2015-01-31,ABEV3,16.74,328603403.0,0.05734,0.30065
2015-02-28,ABEV3,17.41,356119901.0,0.05651,0.29908
2015-03-31,ABEV3,17.52,156814881.0,0.05617,0.29908
2015-04-30,ABEV3,17.98,174215706.0,0.05468,0.29908
2015-05-31,ABEV3,17.47,356731232.0,0.05891,0.29335
2015-06-30,ABEV3,18.14,370093780.0,0.05671,0.29335
2015-07-31,ABEV3,18.48,255624057.0,0.05676,0.30368
2015-08-31,ABEV3,18.13,424092883.0,0.05788,0.30368
2015-09-30,ABEV3,18.44,240243710.0,0.05688,0.30368
2015-10-31,ABEV3,18.13,228005424.0,0.06083,0.28202
2015-11-30,ABEV3,17.7,744604630.0,0.06234,0.28202
2015-12-31,ABEV3,16.95,217975101.0,0.06517,0.28202
2016-01-31,ABEV3,17.72,380775815.0,0.06227,0.28202
2016-02-29,ABEV3,16.75,271527092.0,0.07034,0.28085
2016-03-31,ABEV3,17.87,314754852.0,0.06577,0.28085
2016-04-30,ABEV3,18.41,461473733.0,0.06377,0.28085
2016-05-31,ABEV3,18.15,415126791.0,0.06302,0.29762
2016-06-30,ABEV3,18.09,291170434.0,0.06322,0.29762
2016-07-31,ABEV3,17.85,613805221.0,0.06469,0.31968
2016-08-31,ABEV3,18.22,338000332.0,0.06337,0.31968
2016-09-30,ABEV3,18.82,173780407.0,0.06134,0.31968
2016-10-31,ABEV3,17.88,332650611.0,0.06108,0.30744
2016-11-30,ABEV3,16.28,351872295.0,0.06714,0.30744
2016-12-31,ABEV3,15.57,141594505.0,0.07025,0.30744
2017-01-31,ABEV3,16.33,120859968.0,0.06694,0.30744
2017-02-28,ABEV3,16.94,231879977.0,0.06451,0.30744
2017-03-31,ABEV3,17.32,224367805.0,0.06023,0.3225
2017-04-30,ABEV3,17.34,191869992.0,0.06016,0.3225
2017-05-31,ABEV3,17.77,287321166.0,0.05548,0.29514
2017-06-30,ABEV3,17.39,127741074.0,0.05671,0.29514
2017-07-31,ABEV3,18.18,292774206.0,0.05366,0.28607
2017-08-31,ABEV3,18.86,222493426.0,0.05172,0.28607
2017-09-30,ABEV3,19.98,277743699.0,0.04878,0.28607
2017-10-31,ABEV3,19.84,301583594.0,0.05078,0.2399
2017-11-30,ABEV3,19.52,505599229.0,0.05163,0.2399
2017-12-31,ABEV3,20.21,210862021.0,0.04986,0.2399
2018-01-31,ABEV3,20.84,270010818.0,0.04832,0.2399
2018-02-28,ABEV3,20.89,1383918081.0,0.0482,0.2399
2018-03-31,ABEV3,22.85,299976348.0,0.04433,0.22448
2018-04-30,ABEV3,22.15,142449119.0,0.04576,0.22448
2018-05-31,ABEV3,18.7,640477520.0,0.05451,0.20879
2018-06-30,ABEV3,17.07,240442921.0,0.05976,0.20879
2018-07-31,ABEV3,18.43,254926489.0,0.05776,0.20539
2018-08-31,ABEV3,17.9,502049896.0,0.05951,0.20539
2018-09-30,ABEV3,17.41,165995926.0,0.0612,0.20539
2018-10-31,ABEV3,15.51,441077040.0,0.0683,0.22561
2018-11-30,ABEV3,16.07,590720096.0,0.06589,0.22561
2018-12-31,ABEV3,14.6,239328401.0,0.07269,0.22561
2019-01-31,ABEV3,16.63,401957579.0,0.06361,0.22561
2019-02-28,ABEV3,16.36,873194161.0,0.06489,0.25347
2019-03-31,ABEV3,15.98,266746723.0,0.06649,0.25347
2019-04-30,ABEV3,17.54,462254186.0,0.06039,0.25347
2019-05-31,ABEV3,16.66,403790274.0,0.06428,0.23538
2019-06-30,ABEV3,16.99,309726253.0,0.06302,0.23538
2019-07-31,ABEV3,19.11,543606226.0,0.05567,0.22271
2019-08-31,ABEV3,17.77,429769433.0,0.06,0.22271
2019-09-30,ABEV3,18.28,417377914.0,0.0583,0.22271
2019-10-31,ABEV3,16.5,356462523.0,0.06412,0.20348
2019-11-30,ABEV3,17.14,149988134.0,0.06164,0.20348
2019-12-31,ABEV3,17.73,329640660.0,0.05952,0.20348
2020-01-31,ABEV3,16.95,374764093.0,0.06236,0.20348
2020-02-29,ABEV3,13.81,657009389.0,0.07299,0.23313
2020-03-31,ABEV3,11.32,332646234.0,0.08983,0.23313
2020-04-30,ABEV3,10.77,405902576.0,0.09467,0.23313
2020-05-31,ABEV3,11.85,574830230.0,0.08053,0.1935
2020-06-30,ABEV3,13.43,497115480.0,0.07064,0.1935
2020-07-31,ABEV3,13.2,951590858.0,0.06433,0.16408
2020-08-31,ABEV3,11.69,479205558.0,0.07312,0.16408
2020-09-30,ABEV3,11.91,299190139.0,0.0717,0.16408
2020-10-31,ABEV3,11.56,575913272.0,0.07882,0.16314
2020-11-30,ABEV3,13.27,589778910.0,0.06786,0.16314
2020-12-31,ABEV3,14.86,307013521.0,0.06011,0.16314
2021-01-31,ABEV3,14.35,353242142.0,0.06241,0.16314
2021-02-28,ABEV3,13.31,480214562.0,0.0771,0.1772
2021-03-31,ABEV3,14.52,224243803.0,0.0703,0.1772
2021-04-30,ABEV3,14.19,445275320.0,0.07205,0.1772
2021-05-31,ABEV3,17.04,180505657.0,0.06294,0.17162
2021-06-30,ABEV3,16.21,496857024.0,0.06637,0.17162
2021-07-31,ABEV3,15.8,402796124.0,0.07537,0.19686
2021-08-31,ABEV3,16.24,477779157.0,0.07325,0.19686
2021-09-30,ABEV3,14.53,606080064.0,0.0823,0.19686
2021-10-31,ABEV3,16.13,759597878.0,0.07704,0.19128
2021-11-30,ABEV3,15.25,876157115.0,0.08182,0.19128
2021-12-31,ABEV3,14.76,182602739.0,0.08547,0.19128
2022-01-31,ABEV3,14.33,319525831.0,0.08824,0.19128
2022-02-28,ABEV3,14.55,649544279.0,0.07578,0.18742
2022-03-31,ABEV3,14.74,366110538.0,0.07473,0.18742
2022-04-30,ABEV3,13.9,384931858.0,0.07958,0.18742
2022-05-31,ABEV3,13.59,397829855.0,0.08079,0.20023
2022-06-30,ABEV3,12.83,306950014.0,0.08582,0.20023
2022-07-31,ABEV3,14.29,610983756.0,0.07763,0.18735
2022-08-31,ABEV3,14.62,349093991.0,0.07581,0.18735
2022-09-30,ABEV3,14.88,438253002.0,0.07442,0.18735
2022-10-31,ABEV3,15.32,425517064.0,0.07351,0.17862
2022-11-30,ABEV3,15.24,522706612.0,0.07391,0.17862
2022-12-31,ABEV3,14.52,324260407.0,0.08157,0.17862
2023-01-31,ABEV3,13.66,485072942.0,0.08712,0.17862
2023-02-28,ABEV3,13.39,529038272.0,0.08902,0.17862
2023-03-31,ABEV3,14.33,981523952.0,0.08248,0.21027
2023-04-30,ABEV3,14.16,310183222.0,0.08353,0.21027
2023-05-31,ABEV3,14.41,591488498.0,0.08419,0.21065
2023-06-30,ABEV3,15.41,281284758.0,0.07852,0.21065
2023-07-31,ABEV3,14.86,251798739.0,0.08154,0.21065
2023-08-31,ABEV3,13.84,625580339.0,0.08485,0.21158
2017-01-31,ADHM3,3.15,137436.0,-0.27361,1.31967
2017-02-28,ADHM3,3.27,11870.0,-0.26357,1.31967
2017-03-31,ADHM3,2.88,1753.0,-0.29929,1.31967
2017-04-30,ADHM3,2.36,86783.0,-0.4224,0.92131
2017-05-31,ADHM3,2.02,18186.0,-0.4936,0.92131
2017-06-30,ADHM3,2.05,10331.0,-0.00055,0.65295
2017-07-31,ADHM3,2.59,22857.0,-0.00043,0.65295
2017-08-31,ADHM3,2.18,16888.0,-0.00051,0.65295
2017-09-30,ADHM3,2.07,49627.0,-0.00054,0.65295
2017-10-31,ADHM3,1.96,3724.0,-0.00057,0.65295
2017-11-30,ADHM3,2.03,5108.0,-0.55189,589.92925
2017-12-31,ADHM3,2.04,608.0,-0.54918,589.92925
2018-01-31,ADHM3,1.97,51731.0,-0.5687,589.92925
2018-02-28,ADHM3,1.98,198.0,-0.56571,517.05092
2018-03-31,ADHM3,1.77,1073.0,-0.36186,0.51319
2018-04-30,ADHM3,1.82,20944.0,-0.35181,0.51319
2018-05-31,ADHM3,1.77,6293.0,-0.37758,0.51659
2018-06-30,ADHM3,1.6,2232.0,-0.41792,0.51659
2018-07-31,ADHM3,1.8,18415.0,-0.37126,0.51659
2018-08-31,ADHM3,1.67,1747.0,-0.23649,0.33836
2018-09-30,ADHM3,1.7,6181.0,-0.23232,0.33836
2018-10-31,ADHM3,1.66,15974.0,-0.23792,0.33836
2018-11-30,ADHM3,1.59,10728.0,-0.2484,0.33836
2018-12-31,ADHM3,1.5,750.0,-0.2633,0.33836
2019-01-31,ADHM3,1.41,13589.0,-0.30986,0.24382
2019-02-28,ADHM3,1.67,80278.0,-0.26162,0.24382
2019-03-31,ADHM3,1.6,19944.0,-224.69217,0.18642
2019-04-30,ADHM3,1.52,2250.0,-0.23652,0.18642
2019-05-31,ADHM3,1.3,25280.0,-0.23597,0.13857
2019-06-30,ADHM3,1.33,4130.0,-0.23064,0.13857
2019-07-31,ADHM3,1.6,70902.0,-0.19172,0.13857
2019-08-31,ADHM3,1.46,8873.0,-0.41333,0.26407
2019-09-30,ADHM3,1.82,99640.0,-0.33157,0.26407
2019-10-31,ADHM3,1.56,20068.0,-0.38684,0.26407
2019-11-30,ADHM3,1.53,22048.0,-0.38638,0.22608
2019-12-31,ADHM3,2.62,226751.0,-0.22564,0.22608
2020-01-31,ADHM3,2.89,235298.0,-0.20456,0.22608
2020-02-29,ADHM3,2.23,60936.0,-0.2651,0.22608
2020-03-31,ADHM3,1.45,43476.0,-0.4077,0.22608
2020-04-30,ADHM3,2.48,77147.0,-0.23837,0.22608
2020-05-31,ADHM3,2.34,167222.0,-0.25264,0.22608
2020-06-30,ADHM3,2.52,44327.0,-0.23459,0.22608
2020-07-31,ADHM3,2.4,641618.0,-0.24632,0.22608
2020-08-31,ADHM3,2.19,16573.0,-0.26994,0.22608
2020-09-30,ADHM3,1.99,16243.0,-0.29707,0.22608
2020-10-31,ADHM3,1.85,87621.0,-0.31955,0.22608
2020-11-30,ADHM3,2.04,55794.0,-0.28979,0.22608
2020-12-31,ADHM3,1.56,80496.0,-0.37895,0.22608
2012-12-31,AEDU3,34.32,15448218.0,0.02724,0.05626
2013-01-31,AEDU3,38.47,80009780.0,0.02447,0.05626
2013-02-28,AEDU3,40.7,49348003.0,0.0232,0.05626
2013-03-31,AEDU3,32.36,49688669.0,0.04111,0.06898
2013-04-30,AEDU3,35.74,81731278.0,0.03747,0.06898
2013-05-31,AEDU3,13.34,66037019.0,0.09395,0.07096
2013-06-30,AEDU3,12.81,67902741.0,0.0973,0.07096
2013-07-31,AEDU3,13.73,44599553.0,0.09158,0.07096
2013-08-31,AEDU3,13.75,120132494.0,0.03472,0.07486
2013-09-30,AEDU3,13.17,38038054.0,0.03619,0.07486
2013-10-31,AEDU3,13.31,68197641.0,0.03583,0.07486
2013-11-30,AEDU3,15.75,33995380.0,0.02542,0.06319
2013-12-31,AEDU3,14.8,24015528.0,0.02697,0.06319
2014-01-31,AEDU3,12.61,47289838.0,0.03133,0.06319
2014-02-28,AEDU3,13.04,88138720.0,0.03037,0.06319
2014-03-31,AEDU3,13.9,72885473.0,0.03045,0.06147
2014-04-30,AEDU3,13.71,60752192.0,0.03085,0.06147
2014-05-31,AEDU3,15.99,46009745.0,0.02993,0.06608
2014-06-30,AEDU3,18.4,134962481.0,0.02643,0.06608
2014-07-31,AEDU3,18.35,78138860.0,0.0265,0.06608
2012-12-31,AELP3,13.83,31428.0,0.38872,0.12231
2013-01-31,AELP3,12.23,11345.0,0.40839,0.12231
2013-02-28,AELP3,11.0,458244.0,0.05063,0.01507
2013-03-31,AELP3,9.44,14387.0,0.05333,0.01507
2013-04-30,AELP3,7.88,45702.0,0.05635,0.01507
2013-05-31,AELP3,7.47,65183.0,-0.0007,-0.00199
2013-06-30,AELP3,7.59,0.0,-0.0007,-0.00199
2013-07-31,AELP3,7.12,7494.0,-0.00071,-0.00199
2013-08-31,AELP3,7.45,3997.0,0.11817,0.03136
2013-09-30,AELP3,10.32,51277.0,0.10596,0.03136
2013-10-31,AELP3,9.42,60563.0,0.10951,0.03136
2013-11-30,AELP3,8.77,919.0,0.14107,0.03544
2013-12-31,AELP3,8.82,924.0,0.14079,0.03544
2014-01-31,AELP3,7.15,749.0,0.15132,0.03544
2014-02-28,AELP3,7.07,741.0,0.13964,0.02136
2014-03-31,AELP3,7.11,3715.0,0.09958,0.02136
2014-04-30,AELP3,6.6,3510.0,0.1021,0.02136
2014-05-31,AELP3,7.41,0.0,-0.01505,-0.00851
2014-06-30,AELP3,8.04,0.0,-0.01473,-0.00851
2014-07-31,AELP3,8.2,5082.0,-0.01465,-0.00851
2014-08-31,AELP3,8.42,869.0,-0.2833,-0.11135
2014-09-30,AELP3,7.46,0.0,-0.29161,-0.11135
2014-10-31,AELP3,6.49,2680.0,-0.30052,-0.11135
2014-11-30,AELP3,7.6,0.0,-0.21253,-0.06558
2014-12-31,AELP3,9.22,0.0,-0.20256,-0.06558
2015-01-31,AELP3,7.17,9625.0,-0.21538,-0.06558
2015-02-28,AELP3,8.89,135824.0,-0.01372,0.00366
2015-03-31,AELP3,8.18,2450.0,-0.01403,0.00366
2015-04-30,AELP3,8.37,3392.0,-0.01395,0.00366
2015-05-31,AELP3,8.89,0.0,0.10715,0.04156
2015-06-30,AELP3,11.25,21022.0,0.09968,0.04156
2015-07-31,AELP3,9.08,0.0,0.10649,0.04156
2015-08-31,AELP3,7.39,749.0,0.27852,0.09607
2015-09-30,AELP3,6.54,2020.0,0.28595,0.09607
2015-10-31,AELP3,5.28,19919.0,0.29753,0.09607
2015-11-30,AELP3,4.94,34570.0,0.17906,0.0587
2015-12-31,AELP3,5.59,0.0,0.17578,0.0587
2016-01-31,AELP3,5.3,0.0,0.17721,0.0587
2016-02-29,AELP3,6.02,0.0,0.11704,0.05224
2016-03-31,AELP3,9.77,5585.0,0.10647,0.05224
2016-04-30,AELP3,9.99,6198.0,0.10624,0.05224
2016-05-31,AELP3,9.65,3725.0,0.08998,0.0355
2016-06-30,AELP3,9.09,0.0,0.09141,0.0355
2016-07-31,AELP3,14.0,0.0,0.08022,0.0355
2016-08-31,AELP3,12.84,0.0,0.08119,0.0397
2016-09-30,AELP3,11.95,2395.0,0.08317,0.0397
2016-10-31,AELP3,11.7,0.0,0.08374,0.0397
2016-11-30,AELP3,10.69,1069.0,0.0474,0.02223
2016-12-31,AELP3,13.01,7402.0,0.04449,0.02223
2017-01-31,AELP3,14.04,0.0,0.0433,0.02223
2017-02-28,AELP3,14.04,0.0,0.0433,0.02223
2017-03-31,AELP3,14.04,0.0,-0.00098,0.06142
2017-04-30,AELP3,14.04,0.0,-0.00098,0.06142
2017-05-31,AELP3,14.04,0.0,-0.00074,-1.57987
2017-06-30,AELP3,7.49,0.0,-0.00139,-1.57987
2017-07-31,AELP3,5.9,0.0,-0.00178,-1.57987
2017-08-31,AELP3,5.9,0.0,-0.00174,-1.86166
2017-09-30,AELP3,6.0,4200.0,-0.00171,-1.86166
2017-10-31,AELP3,5.7,570.0,-0.00181,-1.86166
2017-11-30,AELP3,4.79,479.0,-0.00207,-2.39526
2017-12-31,AELP3,5.01,0.0,-0.00198,-2.39526
2018-01-31,AELP3,4.44,444.0,-0.00223,-2.39526
2018-02-28,AELP3,2.94,25078.0,-0.00341,-2.39526
2018-03-31,AELP3,2.34,5268.0,-0.00427,1.2966
2018-04-30,AELP3,2.69,32384.0,-0.00369,1.2966
2018-05-31,AELP3,2.01,2010.0,-0.0031,0.78784
2018-06-30,AELP3,1.44,0.0,-0.00442,0.78784
2018-07-31,AELP3,2.08,6924.0,-0.00299,0.78784
2018-08-31,AELP3,1.99,761.0,-0.00387,0.79757
2018-09-30,AELP3,1.93,2337.0,-0.004,0.79757
2020-11-30,AERI3,6.63,9806611.0,0.04383,0.154
2020-12-31,AERI3,9.97,57963298.0,0.03091,0.154
2021-01-31,AERI3,11.8,64668435.0,0.0266,0.154
2021-02-28,AERI3,10.15,58224942.0,0.02486,0.09414
2021-03-31,AERI3,8.81,32102997.0,0.02841,0.09414
2021-04-30,AERI3,8.97,71019198.0,0.02794,0.09414
2021-05-31,AERI3,9.47,59294698.0,0.02851,0.08874
2021-06-30,AERI3,9.89,31345909.0,0.0274,0.08874
2021-07-31,AERI3,8.72,59667811.0,0.03074,0.08874
2021-08-31,AERI3,7.97,12204871.0,0.03237,0.10159
2021-09-30,AERI3,7.96,31417728.0,0.0324,0.10159
2021-10-31,AERI3,7.85,12675940.0,0.03281,0.10159
2021-11-30,AERI3,7.82,27306319.0,0.02855,0.07811
2021-12-31,AERI3,6.53,19550920.0,0.03367,0.07811
2022-01-31,AERI3,6.43,25391929.0,0.03414,0.07811
2022-02-28,AERI3,5.66,23586180.0,0.04227,0.0806
2022-03-31,AERI3,5.8,11402970.0,0.0415,0.0806
2022-04-30,AERI3,4.88,11565634.0,0.04829,0.0806
2022-05-31,AERI3,3.56,4993656.0,0.05703,0.07664
2022-06-30,AERI3,2.8,5724037.0,0.06858,0.07664
2022-07-31,AERI3,3.0,9768970.0,0.06511,0.07664
2022-08-31,AERI3,2.32,9725666.0,0.08081,0.07874
2022-09-30,AERI3,2.01,9699830.0,0.08903,0.07874
2022-10-31,AERI3,1.85,15719468.0,0.09396,0.07874
2022-11-30,AERI3,1.44,18915671.0,0.11242,0.08325
2022-12-31,AERI3,1.13,11788326.0,0.12929,0.08325
2023-01-31,AERI3,1.59,10061511.0,0.10575,0.08325
2023-02-28,AERI3,1.33,10385172.0,0.12032,0.08495
2023-03-31,AERI3,1.18,4451127.0,0.12865,0.08495
2023-04-30,AERI3,1.57,6921075.0,0.10902,0.08495
2023-05-31,AERI3,1.49,4003597.0,0.11977,0.10304
2023-06-30,AERI3,1.33,12382087.0,0.12709,0.10304
2023-07-31,AERI3,1.2,4194634.0,0.13374,0.10304
2023-08-31,AERI3,0.95,8788700.0,0.16673,0.11314
2022-03-31,AESB3,11.91,9675760.0,0.01776,0.07547
2022-04-30,AESB3,10.93,38200620.0,0.01863,0.07547
2022-05-31,AESB3,10.79,33484353.0,0.03734,0.08563
2022-06-30,AESB3,10.55,13338691.0,0.0378,0.08563
2022-07-31,AESB3,10.64,16346544.0,0.03763,0.08563
2022-08-31,AESB3,9.7,25259980.0,0.0366,0.07349
2022-09-30,AESB3,9.42,32418944.0,0.03715,0.07349
2022-10-31,AESB3,9.9,25004097.0,0.03621,0.07349
2022-11-30,AESB3,10.45,19256449.0,0.05833,0.03849
2022-12-31,AESB3,9.66,17072321.0,0.0608,0.03849
2023-01-31,AESB3,10.1,22539683.0,0.0594,0.03849
2023-02-28,AESB3,9.92,29582045.0,0.03651,0.02794
2023-03-31,AESB3,9.94,25402336.0,0.03649,0.02794
2023-04-30,AESB3,10.68,33999737.0,0.03566,0.02794
2023-05-31,AESB3,12.18,49695674.0,0.05042,0.03845
2023-06-30,AESB3,12.25,32075458.0,0.05028,0.03845
2023-07-31,AESB3,11.88,57981967.0,0.05102,0.03845
2023-08-31,AESB3,11.04,31617253.0,0.05666,0.04286
2012-12-31,AFLT3,1.32,23515.0,0.12902,0.20692
2013-01-31,AFLT3,1.37,0.0,0.12348,0.20692
2013-02-28,AFLT3,1.56,0.0,0.10538,0.20692
2013-03-31,AFLT3,1.58,0.0,0.08947,0.17897
2013-04-30,AFLT3,1.58,0.0,0.08947,0.17897
2013-05-31,AFLT3,1.78,0.0,0.0861,0.16954
2013-06-30,AFLT3,1.66,0.0,0.09357,0.16954
2013-07-31,AFLT3,1.78,0.0,0.0861,0.16954
2013-08-31,AFLT3,1.78,0.0,0.0836,0.19288
2013-09-30,AFLT3,1.85,0.0,0.0836,0.19288
2013-10-31,AFLT3,1.77,0.0,0.08782,0.19288
2013-11-30,AFLT3,1.77,0.0,0.08733,0.20794
2013-12-31,AFLT3,1.73,0.0,0.08982,0.20794
2014-01-31,AFLT3,1.73,0.0,0.08982,0.20794
2014-02-28,AFLT3,1.73,0.0,0.08982,0.20794
2014-03-31,AFLT3,1.48,600.0,0.11697,0.21274
2014-04-30,AFLT3,1.48,0.0,0.11697,0.21274
2014-05-31,AFLT3,1.48,0.0,0.11842,0.19832
2014-06-30,AFLT3,1.56,0.0,0.11842,0.19832
2014-07-31,AFLT3,1.56,0.0,0.11842,0.19832
2014-08-31,AFLT3,1.5,0.0,0.10206,0.18026
2014-09-30,AFLT3,1.43,0.0,0.10814,0.18026
2014-10-31,AFLT3,1.62,0.0,0.09774,0.18026
2014-11-30,AFLT3,1.4,0.0,0.17338,0.25149
2014-12-31,AFLT3,1.35,0.0,0.18205,0.25149
2015-01-31,AFLT3,1.35,0.0,0.18205,0.25149
2015-02-28,AFLT3,1.35,0.0,0.10807,0.14797
2015-03-31,AFLT3,1.46,0.0,0.09871,0.14797
2015-04-30,AFLT3,1.62,0.0,0.08736,0.14797
2015-05-31,AFLT3,1.55,0.0,0.09974,0.13752
2015-06-30,AFLT3,1.53,0.0,0.10108,0.13752
2015-07-31,AFLT3,1.55,0.0,0.09974,0.13752
2015-08-31,AFLT3,1.55,0.0,0.11528,0.16921
2015-09-30,AFLT3,1.27,0.0,0.14782,0.16921
2015-10-31,AFLT3,1.41,0.0,0.12954,0.16921
2015-11-30,AFLT3,1.41,0.0,0.1009,0.11412
2015-12-31,AFLT3,1.41,0.0,0.1009,0.11412
2016-01-31,AFLT3,1.3,0.0,0.11265,0.11412
2016-02-29,AFLT3,1.27,0.0,0.10818,0.10254
2016-03-31,AFLT3,1.27,0.0,0.10818,0.10254
2016-04-30,AFLT3,1.27,0.0,0.10818,0.10254
2016-05-31,AFLT3,1.27,0.0,0.10069,0.08389
2016-06-30,AFLT3,1.27,0.0,0.10069,0.08389
